customer_id,avg_transaction_value
C01718,1234.00
C11076,2748.63
C10603,1835.38
C15955,1056.32
C02080,2459.73
C03922,2375.95
C13712,3346.77
C10402,2270.17
C08047,2569.12
C05599,2774.41
C09491,860.68
C09472,2794.50
C11170,1285.17
C16122,1811.80
C02013,1921.47
C16014,2785.50
C19736,3396.34
C01861,1572.13
C10345,2812.48
C01773,2619.33
C06610,1311.36
C14415,1413.95
C06891,2144.33
C18189,1220.02
C01958,1945.19
C14837,2588.42
C15556,2923.34
C02344,984.92
C10955,1573.38
C18555,1876.48
C10274,1862.85
C15526,1447.05
C15396,2180.43
C08357,2530.56
C12751,2560.01
C02085,2491.86
C13670,903.85
C08550,2588.48
C02142,1331.93
C05445,3030.90
C03641,1788.10
C14697,2862.99
C11554,2393.35
C19349,2196.85
C10150,2172.43
C17104,3269.60
C05551,3362.97
C11058,4152.83
C14686,4161.33
C08968,3031.42
C19110,2462.70
C03972,3119.87
C18611,1518.81
C02281,3503.35
C09891,2979.39
C09778,2153.57
C01875,755.24
C06665,2167.48
C02097,1677.02
C07019,2196.27
C10706,3874.26
C12204,2082.17
C11686,1888.14
C03583,1524.28
C02084,2539.39
C10861,2639.16
C06362,2280.27
C17667,1703.87
C02402,2623.84
C07511,2706.67
C05286,3284.12
C03241,1598.76
C12564,4226.83
C03058,1447.57
C12980,1996.47
C08211,1058.24
C14859,3288.57
C14256,3345.65
C10895,1218.91
C19175,1912.41
C01012,2448.59
C16653,2694.25
C05339,2675.29
C12265,3237.18
C12312,1315.52
C08952,981.58
C10975,2886.08
C06599,2185.60
C12785,2365.53
C14888,2050.65
C18022,2848.49
C08287,2953.78
C01454,1866.80
C05365,3135.79
C13815,2012.95
C07469,2589.72
C09066,2616.35
C01904,1985.43
C03175,1456.11
C10690,2660.68
C18919,2551.74
C09517,1683.66
C01953,2081.91
C12749,1898.60
C17140,3177.24
C05909,3078.63
C17114,1131.79
C13282,1487.18
C16175,2904.22
C08478,1549.68
C09242,1673.32
C15920,3296.13
C19415,713.84
C09983,2464.71
C01705,1787.15
C08072,2394.94
C10537,2113.85
C13262,1608.07
C05532,3406.95
C18811,2302.57
C05862,1667.16
C00700,2595.76
C06534,2328.08
C15453,3090.68
C06689,2231.54
C09307,1141.24
C04384,949.17
C01317,3264.28
C03355,2065.99
C19063,1110.71
C07760,2793.86
C10789,2372.57
C13756,2276.43
C07377,3608.23
C13255,637.26
C05091,1256.59
C14344,2427.71
C16514,1949.85
C19033,2575.14
C05037,2021.86
C13049,1303.60
C11037,2477.96
C11917,3200.45
C00581,2355.39
C12937,2354.91
C07608,1116.10
C01182,2019.92
C13349,1496.91
C16536,1969.57
C16829,1829.70
C01896,3315.47
C09166,2063.18
C13832,1816.48
C16953,2450.87
C11578,2086.92
C11624,2075.16
C16003,1586.33
C01347,1420.81
C04628,1830.73
C04860,1841.88
C06358,1039.94
C19273,1074.09
C00847,1594.79
C08676,1661.90
C08355,1653.99
C01251,1377.10
C04546,2570.13
C14288,2462.24
C07347,2269.55
C17391,2031.63
C05539,2699.90
C07928,2818.09
C18355,1195.81
C19864,1230.01
C08706,2452.71
C15214,2619.03
C04149,1957.19
C02940,1934.31
C01202,1384.40
C13097,2050.84
C12984,3635.88
C14258,1651.29
C12441,1939.22
C00484,1945.37
C05059,1942.36
C11292,844.11
C02219,1405.07
C05211,3059.87
C04643,2270.78
C15078,3595.07
C14520,3332.41
C14702,2818.59
C09772,1477.59
C12820,1694.79
C06145,2744.74
C10619,1218.43
C07688,2115.12
C02945,4027.76
C06749,2737.62
C07400,1630.68
C14886,4321.73
C19921,1682.68
C13364,1972.92
C11665,2064.61
C08367,1811.07
C07730,1997.29
C13771,3602.44
C00340,3015.62
C04675,5993.45
C14292,2778.14
C12120,2072.24
C00508,2324.26
C16095,3942.87
C11663,2739.77
C17884,3049.08
C19539,2294.90
C14582,2660.57
C19380,1534.08
C09837,1655.69
C14210,1733.87
C01818,2384.49
C08664,2730.48
C16571,1584.68
C12495,2564.69
C14338,1800.69
C00427,2658.87
C02078,2736.60
C18868,904.76
C17127,2549.82
C02389,1244.64
C18490,1926.01
C06264,2602.60
C13705,2433.15
C11909,1503.79
C19161,2684.12
C13561,2330.47
C18047,2576.58
C16389,1358.97
C17879,3264.68
C16391,3561.46
C06908,2613.33
C08445,2401.11
C05791,1696.83
C04877,1536.28
C11788,1769.59
C01103,1689.08
C13394,2619.74
C11843,1287.64
C00406,2158.66
C04903,3041.00
C13617,2276.03
C14048,2585.52
C18337,1786.11
C09030,2158.60
C10478,1707.93
C12548,1883.06
C02575,2595.23
C00631,2101.17
C02799,2076.26
C05273,1953.77
C02749,1559.08
C06506,1633.09
C06502,3716.69
C19177,2222.59
C13456,1701.51
C03057,2419.53
C18561,3254.97
C01007,2011.34
C11452,2131.16
C12356,3142.39
C04684,2655.98
C08337,1343.42
C08741,2782.92
C17112,2240.08
C11144,3687.99
C14868,4658.21
C07408,5130.03
C06077,1642.06
C00248,2403.75
C01625,2997.70
C12555,2954.39
C16988,1846.37
C04309,2021.61
C03407,1630.31
C19918,1592.53
C17795,2080.11
C00763,2458.91
C05945,2757.49
C07805,2485.00
C05801,1984.99
C02604,1580.72
C17061,3126.03
C08520,2427.19
C06964,1570.60
C10849,851.54
C06047,1756.55
C08107,2189.89
C19997,3023.28
C13240,1660.97
C14367,1860.63
C04717,4437.79
C09488,3449.63
C05613,2315.56
C19466,3490.39
C01164,1287.82
C09952,2305.39
C12623,2458.80
C10297,3985.45
C05377,1649.92
C17200,2169.73
C12973,1845.98
C19258,1948.78
C08450,2542.88
C00967,3221.87
C01352,3039.38
C07501,3226.84
C15824,2675.79
C10762,2818.09
C19666,686.91
C06529,2085.93
C01427,2192.73
C08789,2282.50
C07771,2539.59
C13966,2171.98
C04348,1690.63
C04376,2735.22
C10093,2763.75
C05590,1681.16
C15841,2151.87
C12250,1251.96
C14949,2408.45
C05288,2406.96
C07168,2740.26
C19062,2415.70
C06781,3518.22
C12764,3626.14
C10020,1637.71
C17804,2635.01
C19786,4329.26
C16604,1144.15
C17720,1106.27
C11043,3487.85
C11069,1205.32
C18672,2437.74
C16222,2302.82
C06157,2002.18
C16234,2258.95
C02151,2061.37
C10174,1736.19
C16078,1639.83
C16000,2829.23
C08084,2024.66
C02333,2767.76
C12089,2182.44
C08243,2247.74
C19728,2711.84
C19942,1989.44
C08292,1638.88
C19893,1605.32
C02683,2561.86
C15865,2544.88
C14556,2650.57
C00942,4066.33
C05052,2338.60
C11936,1825.27
C00104,4045.92
C06135,1093.13
C00681,3022.57
C06051,2540.14
C14034,2366.12
C19012,1993.01
C09506,2140.53
C17727,3240.46
C01220,1448.78
C19124,1726.02
C01271,2328.93
C15362,1655.76
C09959,1315.65
C04718,1477.88
C02735,2694.59
C03988,1925.34
C14084,2575.75
C01750,1619.76
C14236,1725.56
C17201,1933.11
C17521,3006.10
C02600,1665.91
C18198,3108.39
C08681,2587.80
C05852,1977.13
C10482,1598.32
C07803,2365.14
C07458,3081.98
C05348,1274.56
C10992,3068.39
C14235,2003.58
C06883,2515.84
C15462,1250.60
C00644,3215.46
C02309,1299.50
C03672,1724.69
C17899,3013.98
C05715,2049.95
C05657,886.92
C16912,3150.50
C15717,590.81
C19817,4231.80
C18246,3146.41
C19914,4155.69
C04222,2002.92
C01375,1250.63
C10219,1364.38
C08431,2748.54
C09485,2123.45
C02463,2354.91
C08013,1859.12
C10465,494.53
C15401,1894.70
C08563,3200.56
C12337,2151.37
C05609,1668.85
C13876,1194.66
C16855,1766.06
C04445,2264.50
C00274,2937.59
C06272,1362.74
C12190,6532.30
C07957,2121.48
C10907,2538.32
C00968,1821.47
C01854,2350.84
C04729,2065.35
C17851,2552.51
C19385,1543.37
C00729,1888.11
C04598,3137.59
C11831,2248.31
C05942,1757.87
C10330,2599.07
C10289,2935.11
C08156,1704.95
C15303,1301.42
C07125,2343.12
C10240,2483.94
C01708,951.81
C13868,1255.15
C06823,3547.21
C00590,4607.04
C01933,2744.48
C00757,2308.45
C00236,2106.60
C19024,2499.60
C00271,2338.66
C02872,3471.73
C14709,1460.39
C10938,1424.90
C01104,2733.08
C03155,1700.51
C04851,2136.55
C06881,4210.74
C15598,2557.80
C08991,2024.84
C04586,1700.99
C10782,2340.28
C08436,1850.44
C18394,3341.95
C01361,3246.40
C03041,3966.70
C09670,2958.60
C16351,2339.64
C10794,3422.71
C16860,2800.71
C14642,3698.60
C13428,4138.01
C14257,2506.90
C07139,1445.09
C07104,1196.53
C05239,2562.72
C03302,1940.50
C17173,1783.09
C08196,1421.94
C04949,1358.11
C06265,1875.75
C13564,3055.76
C16498,3015.33
C02650,2564.94
C09684,2676.57
C01179,2101.37
C11926,1821.67
C19986,1116.22
C13599,2221.08
C08777,2665.97
C08915,3852.27
C15584,1470.76
C09728,3326.03
C08329,1420.91
C08982,2543.26
C17302,2846.78
C10660,2414.25
C18151,2534.28
C09413,4217.75
C13143,1367.43
C01597,2477.61
C08486,3355.15
C01080,1222.83
C07830,1470.31
C07873,3068.32
C13890,3625.44
C10733,1390.93
C10626,1510.34
C09329,2316.46
C19671,2625.54
C19289,1460.35
C08665,2272.64
C05739,1406.67
C07146,2233.72
C00828,3146.62
C03397,3062.75
C11787,2477.21
C05364,2205.15
C01869,2215.58
C18473,3105.32
C15488,2771.10
C00043,1793.34
C12872,2163.20
C12219,2902.24
C08284,1660.99
C06764,1814.55
C10336,543.18
C08363,1987.18
C14157,2359.19
C09016,3248.42
C05048,1955.99
C13653,324.14
C11443,1288.21
C11099,2376.00
C02654,3421.02
C07840,2268.31
C06818,2678.20
C08017,1406.78
C12511,1571.09
C01189,2739.71
C06734,2538.09
C04187,1647.02
C09610,2583.77
C15873,2273.28
C00766,2045.46
C15537,870.98
C08769,3620.63
C11698,2213.38
C00604,1106.11
C19980,1370.75
C15008,4501.64
C07990,2196.03
C09462,3808.49
C06459,1688.11
C06232,2669.71
C14780,2217.51
C03769,1942.01
C04081,2238.43
C01291,2005.56
C16320,2742.59
C17655,1973.75
C18850,2768.90
C07822,2920.82
C01822,1392.19
C01190,692.02
C03432,3698.17
C02693,3343.53
C05494,2424.86
C07078,2640.02
C16734,2119.35
C11577,1827.77
C08682,2226.92
C08137,3634.36
C01246,2419.40
C10285,1283.62
C19769,2887.99
C03536,2415.06
C18514,887.50
C05012,2558.39
C05363,2233.38
C01124,1697.84
C06484,2492.82
C10883,3196.70
C08263,2768.17
C05361,3189.56
C04141,161.31
C17473,2494.01
C09174,3485.01
C07357,487.78
C05096,2733.01
C08356,1493.40
C00761,3112.63
C07035,3614.27
C09807,1603.43
C10869,2809.46
C10629,2433.19
C15567,1520.12
C04506,2952.42
C19651,1400.57
C03443,1554.68
C10624,2944.02
C12333,3399.13
C03217,3086.33
C19653,654.41
C17278,2070.31
C13962,2166.60
C05545,2205.35
C09261,2868.36
C09143,1934.52
C00993,2587.41
C03357,633.88
C17754,2150.76
C07064,1025.36
C02979,2521.82
C01950,1333.77
C03569,1748.02
C16083,2893.91
C11062,3707.66
C05575,3041.06
C08127,3301.65
C07554,2026.73
C03760,2594.62
C09368,2319.92
C03872,1021.44
C09616,3172.57
C15932,1713.17
C09640,1409.17
C00575,1964.64
C06010,1742.37
C09104,1612.77
C04752,3079.80
C01249,1809.14
C11938,1431.04
C12188,2890.31
C08490,1321.14
C07263,1345.34
C14976,1201.91
C19667,2549.53
C16966,1189.54
C15249,2670.29
C07591,1707.67
C03978,2666.57
C17717,1272.77
C18620,788.93
C06522,736.77
C12662,2713.79
C01706,2237.16
C09526,1732.12
C06961,1837.23
C08776,2520.92
C17791,2834.59
C09709,2249.49
C03308,2320.45
C17674,3136.53
C04666,896.47
C09477,3273.69
C08294,2926.68
C07333,2000.82
C02680,1830.37
C12812,1976.71
C19913,2042.26
C06520,1801.61
C15682,1274.26
C12657,1463.69
C04052,3913.93
C10942,2067.31
C08976,813.52
C09626,1702.87
C17463,2134.83
C07430,1089.24
C09896,2726.64
C12307,1079.98
C05264,1716.32
C12745,2407.15
C09523,4231.35
C16969,1772.14
C08896,1858.30
C05665,1900.84
C09796,3290.22
C09923,3331.01
C16289,866.38
C17604,1806.08
C18574,978.77
C06380,2927.93
C05904,2764.12
C15168,1707.54
C09541,2893.88
C11911,2866.32
C08346,2289.73
C09306,899.26
C01205,3213.75
C08479,1565.87
C00512,2397.27
C03485,2752.84
C02105,1220.21
C00052,1832.27
C00662,1179.94
C07387,2421.68
C17461,1623.63
C08918,2413.95
C08610,2845.73
C00943,2991.92
C14237,1464.26
C00479,1631.82
C03525,2494.81
C13544,3092.10
C07600,2158.63
C10609,2530.97
C11003,3691.18
C17170,2178.38
C05930,2221.53
C02756,1017.18
C12394,1949.55
C15519,446.78
C03454,1676.05
C17230,1821.48
C14334,3673.99
C04809,3251.38
C00792,1468.34
C09466,2528.60
C13392,3337.21
C09099,2783.08
C10416,1761.05
C18808,1208.12
C05965,1735.78
C08984,2238.20
C15715,2284.88
C01058,3006.74
C09954,1519.17
C04796,3100.46
C02835,1978.18
C16985,4481.97
C17007,1995.77
C09694,2690.01
C12567,1450.51
C07107,1838.43
C08620,1410.11
C05224,3250.63
C01837,1034.06
C16430,2097.49
C09386,2904.54
C06859,2201.28
C10793,2448.08
C06889,1283.28
C18824,2626.07
C05501,2296.43
C10433,1313.20
C18547,1611.87
C04813,2339.99
C18996,1567.80
C15540,2853.17
C18261,1674.21
C04755,2489.18
C02590,2053.89
C19907,2170.75
C01572,2430.83
C01451,2143.95
C16491,3143.59
C16980,907.59
C00308,3010.21
C15466,2824.36
C01608,2173.98
C17353,2581.85
C14918,2226.11
C05010,1591.69
C19250,2250.39
C04438,3085.06
C02454,2608.58
C01741,1951.00
C07987,2811.05
C02511,3519.20
C08359,1370.76
C04078,2037.04
C04844,2165.14
C11347,2138.36
C09013,2657.27
C17149,2691.01
C17164,1644.49
C19496,1934.75
C18202,2606.58
C02491,1813.75
C11517,1769.16
C06322,2228.25
C04488,2494.36
C13198,3083.16
C18553,1010.10
C09724,2147.49
C05748,2558.34
C15351,2479.77
C10632,1614.22
C11726,2841.53
C09908,1742.09
C11652,2781.19
C03642,2053.35
C06572,100.16
C06018,2315.25
C17933,1385.34
C01611,3680.95
C07427,2820.21
C12060,389.64
C00845,2670.21
C11805,985.46
C06966,3100.25
C07509,2301.47
C02800,1848.56
C02671,2254.60
C15389,2838.86
C19794,742.31
C06461,1861.04
C08377,2789.49
C09997,2838.59
C09474,2561.50
C18446,2906.05
C12217,2581.69
C04485,2840.29
C16496,3135.38
C16905,1191.67
C01783,2641.67
C04896,2456.14
C19701,2266.74
C06644,2426.77
C12186,2471.84
C05880,2778.49
C10389,1324.23
C13790,1590.62
C18177,2168.93
C12294,1521.57
C18062,1556.57
C06726,3273.41
C15282,1645.96
C14167,1523.82
C13550,1537.50
C07739,3444.27
C01137,1647.49
C00984,2253.81
C04956,2971.48
C02450,2092.42
C02293,1196.06
C17738,819.78
C14328,2711.37
C19688,1612.32
C17531,2385.96
C17616,1577.43
C02774,3317.12
C01328,1571.38
C04556,2223.70
C09380,1865.63
C00350,1665.48
C03663,1111.02
C15283,2001.93
C03950,3127.73
C15803,2964.90
C07720,2408.86
C10085,2998.01
C17560,2982.72
C03094,2298.29
C11676,2883.58
C16818,2324.39
C11205,934.98
C06515,2428.87
C19518,2949.11
C02362,3212.75
C01779,343.80
C05171,2293.61
C09520,3015.41
C14786,1215.00
C15018,1817.54
C02284,2210.45
C02433,1443.09
C05058,3271.20
C13314,1942.46
C13932,3233.93
C06158,2717.06
C19190,1719.57
C10557,2490.38
C12141,1357.07
C06995,2488.79
C10913,1764.81
C14335,2390.58
C07737,730.79
C17388,2956.71
C16780,2026.00
C16016,1756.67
C14260,1405.65
C04575,1552.81
C15654,3096.72
C06525,2013.48
C01073,1701.88
C02460,2220.02
C04161,4325.70
C09004,3023.38
C03937,4533.54
C12059,2549.74
C19213,2147.79
C00885,2250.78
C09827,3041.65
C19201,3168.48
C18187,1834.50
C08909,1016.61
C16092,2012.88
C02969,2801.02
C01133,2041.65
C00996,1784.29
C16040,2369.65
C16730,2839.14
C15031,1867.80
C17975,1579.83
C19051,2017.82
C04749,2507.81
C14937,1579.12
C11207,3179.34
C14714,1432.59
C17139,3331.85
C00537,1666.13
C05519,2415.32
C16798,2719.22
C16041,2862.25
C00972,1444.25
C06997,3995.97
C00597,3993.25
C03876,1348.37
C06134,2189.86
C18059,3550.36
C06622,2531.90
C07164,2307.23
C04953,3577.42
C14621,2024.29
C18005,1773.52
C15792,1965.88
C12417,1818.46
C01774,2520.68
C06897,3440.30
C03419,1293.85
C12235,2645.86
C03923,1552.45
C13284,4166.47
C13259,3744.09
C10459,1862.71
C13467,1042.25
C14900,2239.86
C16833,2980.65
C19679,1429.23
C19649,2181.70
C06228,2928.54
C14214,2256.58
C05337,2073.99
C07592,1818.01
C02583,2124.02
C05432,1676.53
C14651,3279.09
C10460,2688.40
C02178,3120.74
C02421,1558.81
C07502,2007.11
C15983,1768.99
C14510,2952.08
C08718,1565.81
C04431,2398.68
C09524,1570.50
C07288,1854.31
C08385,3031.96
C08080,2990.26
C04478,2016.39
C16317,2511.66
C04612,2292.41
C03352,2176.69
C14405,1754.81
C14673,3576.65
C04991,1906.24
C18899,2239.34
C14650,1776.79
C06940,1368.14
C07775,1304.34
C18626,4256.99
C02815,670.30
C11750,3468.67
C03314,2375.70
C12156,1815.90
C15566,2277.64
C03259,1579.88
C17279,2094.32
C16767,2036.92
C13644,2756.25
C03037,2003.71
C19006,2415.20
C05940,2567.35
C03107,2927.19
C07790,2027.53
C14713,4307.62
C07719,2227.10
C13125,2497.37
C01175,2082.30
C15203,1878.19
C14002,2798.82
C06075,2170.24
C11606,4173.62
C14164,2667.93
C09135,1867.83
C08692,3026.02
C18722,3245.46
C02823,3393.96
C11569,2020.62
C17065,2343.66
C05065,4211.20
C09507,2253.35
C00111,2897.72
C02776,2017.71
C16200,1949.28
C16700,2269.95
C15791,2003.83
C07152,2251.33
C11025,1686.44
C12537,2582.92
C17037,2083.72
C14831,2775.60
C18295,1796.77
C14763,1890.15
C10719,3192.17
C19018,3572.91
C19359,1948.34
C07399,2393.28
C07706,1769.78
C12092,2842.22
C15802,2010.64
C05460,1421.28
C06127,2314.14
C14602,2174.33
C11775,1475.81
C16997,2731.86
C19436,2526.19
C15949,2571.85
C13631,2117.76
C01992,1872.93
C12083,3207.09
C04424,2748.09
C03184,1106.89
C00233,1549.12
C09948,2788.74
C09283,2438.55
C17315,1882.69
C10656,2056.56
C18719,2353.72
C19824,1930.55
C12774,2050.48
C05073,1780.15
C17892,4459.78
C14749,3352.67
C00147,1901.26
C07112,1927.30
C02596,2822.19
C05045,2439.54
C03435,1574.39
C16449,1645.60
C14076,2690.56
C16537,2447.39
C19582,1477.60
C01075,2187.88
C12724,2407.72
C02189,2367.77
C06809,2687.24
C13509,1495.54
C03415,2752.15
C16903,3061.87
C14455,1044.58
C18393,950.02
C17960,2323.39
C14230,2014.64
C17165,1574.97
C10299,2294.04
C04076,471.28
C02955,3190.72
C03934,2613.49
C00213,4059.08
C19395,1449.95
C13977,2496.46
C15665,2046.09
C13777,1631.88
C13880,3606.82
C00842,1779.53
C03304,2972.94
C04335,2578.81
C10545,1283.90
C10956,2607.68
C19636,1870.52
C03756,2572.75
C07864,1608.37
C05796,2359.13
C11014,1745.39
C03933,1202.81
C19520,2380.20
C00026,2952.59
C07404,2700.96
C03985,1133.26
C08333,2839.81
C19605,2292.36
C03442,2372.77
C13593,1628.77
C11411,2150.71
C08633,2284.55
C02148,2672.72
C02664,1844.48
C02141,1227.69
C18025,1782.66
C19974,2762.83
C11584,3025.17
C18069,1053.82
C18653,1683.15
C08289,3271.53
C03451,1155.82
C09057,2556.67
C04392,1727.91
C15547,2581.61
C12578,1102.83
C04795,1430.72
C14488,3620.59
C18283,1358.63
C09593,2226.64
C18942,763.48
C12053,1947.79
C05113,2275.86
C12256,2628.38
C14471,2631.56
C09425,2516.00
C01449,2671.85
C05492,2290.48
C11352,1781.32
C12908,1401.92
C16473,1784.57
C18101,1540.16
C03947,1743.78
C17528,2471.10
C02652,2140.67
C05584,3978.26
C13000,1118.05
C06296,1801.88
C19315,2055.12
C11182,1554.23
C03545,1890.19
C07411,3158.23
C08570,2662.59
C09356,2451.80
C16775,1555.81
C17248,1339.02
C00283,2088.07
C09181,2783.03
C06213,2277.41
C10637,1833.11
C16894,1420.12
C16874,2526.38
C01863,2408.16
C06186,3111.93
C15081,2225.14
C15986,2572.46
C02553,1327.78
C15988,2214.73
C07786,2343.01
C15140,2214.95
C06033,632.13
C03835,1717.77
C03135,3354.13
C13588,958.66
C05901,1189.69
C13827,4126.23
C03462,1652.39
C08583,1230.18
C04025,2707.05
C05303,3058.77
C04549,3694.92
C13852,1914.61
C15149,2000.74
C00290,3357.07
C13841,2869.01
C17977,2696.61
C17788,2720.09
C03134,2465.76
C05700,2406.42
C08459,2579.55
C13426,1541.41
C13647,2795.94
C11588,2110.70
C06045,2512.55
C01129,1869.25
C16104,2665.83
C12956,3567.67
C01468,2102.74
C15975,1319.04
C01943,1537.75
C09584,1064.96
C19311,1673.99
C05853,2932.88
C12707,2500.03
C02786,2629.96
C11519,3562.35
C09846,2467.54
C12661,1312.99
C03281,3182.44
C18232,2485.03
C19967,1935.29
C18478,2761.49
C04548,2688.65
C12558,3009.91
C12282,2345.52
C00053,4141.91
C08803,2150.07
C02092,2263.38
C02966,1255.87
C07712,2415.45
C05789,841.98
C15656,888.19
C12970,1478.69
C05565,4107.25
C13592,1699.53
C07690,1497.34
C17764,2164.86
C02325,3222.06
C00390,1875.46
C11500,1291.57
C02905,2186.94
C18825,2090.27
C15559,1815.40
C15246,1610.64
C04960,1855.39
C02095,2068.01
C11491,2122.87
C08079,2455.29
C02180,1923.35
C13605,4105.40
C10518,2560.96
C19088,2457.21
C03792,1152.29
C11024,1732.29
C00106,1106.07
C13924,1518.84
C05078,1243.62
C15893,3162.82
C08963,2066.38
C00405,2120.05
C08149,3311.63
C16060,2112.30
C03552,2332.63
C03970,1776.72
C12834,2821.57
C01123,2282.51
C00444,2421.10
C17422,2018.37
C08111,4840.25
C19480,950.57
C12037,2753.33
C18960,3654.47
C15772,2300.42
C19803,1724.41
C12321,4027.53
C10129,2597.11
C13767,887.27
C04871,2284.67
C18984,919.65
C10607,3387.88
C02880,3259.67
C01996,1708.10
C15266,2680.34
C02386,2330.10
C12297,2732.94
C19314,3519.38
C12334,2968.41
C19766,1554.41
C08484,766.00
C07503,2163.15
C19548,1852.45
C12052,2058.67
C12981,3365.40
C00108,1817.04
C09238,2702.32
C10121,2399.10
C16565,2629.83
C05919,2322.65
C05711,1983.34
C00686,1629.62
C06717,1754.77
C04343,3191.74
C14242,2873.14
C03851,3850.57
C07256,3071.28
C11344,1696.93
C09471,2205.39
C07113,2629.29
C06984,1659.09
C19650,2182.40
C10696,3293.17
C02246,1796.01
C10483,3789.55
C11580,2016.96
C04433,3146.35
C16208,3699.15
C17965,3137.80
C03984,1407.13
C04615,2182.88
C04453,2275.44
C04428,1946.89
C11748,1334.18
C06785,1150.21
C05250,1511.00
C03128,2985.44
C04599,2380.81
C02854,1212.60
C17598,2001.33
C16162,1738.47
C04708,2959.12
C17494,1708.23
C06743,3212.97
C10686,3219.69
C18428,2225.33
C16786,1656.22
C06059,1874.89
C09741,2707.77
C19236,3741.92
C16998,922.06
C09301,1408.07
C17297,2229.84
C01116,2611.68
C14560,2102.68
C10765,1917.96
C01484,960.60
C04868,2321.43
C05869,2441.38
C08694,3183.49
C12953,2129.98
C16643,2601.35
C02156,2213.59
C15978,1515.88
C10828,1789.27
C15644,2742.62
C18675,1002.25
C17876,572.81
C12971,2572.40
C02489,2225.45
C07647,1920.93
C09308,1390.38
C04063,2025.69
C10092,2400.81
C16753,1140.87
C06571,1068.60
C15089,2782.16
C02329,3156.81
C11016,1560.63
C04358,2599.12
C03997,1817.48
C04295,3273.77
C17103,1253.87
C02750,2557.25
C11153,2804.32
C10504,2737.90
C07588,2239.31
C04746,1803.24
C02989,1093.29
C00285,1791.42
C08901,1746.89
C11941,1497.34
C16652,1800.26
C15193,2358.78
C02721,2162.31
C01857,2139.14
C17587,1955.33
C11991,3276.17
C13111,2835.89
C10600,3465.97
C02133,2439.56
C10837,2410.57
C03750,1510.23
C00570,736.16
C07903,2505.27
C16204,3098.31
C05499,2826.26
C16124,3991.59
C03625,3449.32
C12157,3478.69
C13819,2693.64
C18360,2445.45
C09305,3137.14
C15640,1872.68
C16738,1874.48
C11327,2043.36
C05610,2460.61
C00908,2625.67
C01141,1890.41
C06647,1173.25
C06686,1564.12
C17397,1073.98
C12538,1279.42
C10747,1507.70
C05349,1598.64
C13304,1544.57
C13538,3132.11
C00315,3737.83
C08029,1557.38
C12368,1320.70
C15319,3560.19
C12499,1486.24
C15071,2212.08
C17330,2678.90
C08579,2631.82
C04596,2258.82
C18390,930.84
C08368,1463.21
C11223,1666.23
C08275,1286.03
C18298,1207.89
C15263,1599.56
C04766,2103.47
C14066,2090.13
C18340,1966.80
C14358,1057.97
C12181,2802.74
C02314,2619.77
C01498,1952.99
C17480,2008.86
C19000,3234.60
C03491,2152.10
C09431,2724.52
C19643,1323.86
C05512,2304.99
C04719,1876.87
C15432,1451.79
C11324,3387.91
C19090,1777.99
C14434,2833.54
C07901,2177.73
C15721,3080.69
C16606,1500.07
C07965,2563.54
C19863,1879.05
C17030,1824.11
C17151,1719.11
C17656,3260.57
C12320,2131.32
C11680,2790.47
C06469,2610.07
C05403,3037.98
C11080,1844.53
C00362,2960.22
C19680,1975.50
C09500,2186.62
C18175,2132.69
C05464,1569.39
C19292,1489.76
C01044,1932.42
C14850,2176.89
C08390,1904.96
C12430,1863.96
C10880,1330.19
C14819,2881.68
C03573,2959.33
C14119,4130.99
C00500,1446.53
C13366,1800.20
C04970,2387.60
C00592,2251.49
C03825,2287.33
C08373,1894.70
C07319,2141.38
C04929,1970.28
C15132,2005.30
C04712,2077.98
C13869,1860.83
C12846,1765.83
C15700,1475.46
C07735,1436.41
C08413,1205.23
C17047,2660.90
C08751,1147.39
C18562,1848.65
C18698,2418.60
C14423,1477.97
C18845,2980.97
C05333,2291.24
C10468,3384.81
C14951,2272.00
C09229,2271.42
C12046,2368.52
C16927,2741.47
C02452,1717.53
C00799,3010.93
C00705,1795.43
C11508,1963.03
C04699,3578.87
C00811,2628.88
C07108,3090.98
C09603,2010.36
C05245,2321.47
C19983,1703.64
C05508,1801.92
C07698,1223.30
C03230,1832.02
C03637,1922.62
C05396,2711.67
C06275,838.08
C03969,2761.05
C14316,2160.18
C07432,2666.48
C05981,1632.77
C14574,1855.56
C17822,3658.13
C04691,2510.94
C01345,2987.25
C07918,2910.52
C17895,2389.55
C06796,2827.87
C11865,3328.76
C13639,2031.83
C02432,2243.48
C03487,751.57
C17203,3240.53
C04723,2291.02
C11063,1294.65
C17028,2274.36
C00227,2518.85
C09085,1096.81
C07131,959.98
C10390,3905.52
C11883,1616.37
C14915,2847.94
C15849,2968.88
C19838,1709.10
C06276,1937.89
C14365,1598.27
C14950,2697.82
C14672,3002.02
C06223,3175.18
C07239,2616.22
C00388,1364.18
C07127,2484.49
C03757,3317.05
C09536,1198.26
C03844,1694.98
C10225,2925.91
C01635,1944.83
C10082,2291.83
C07196,2848.84
C06575,2649.34
C16070,1944.31
C18042,1697.23
C09661,2284.44
C06387,1963.88
C19118,2269.97
C00160,2023.67
C19246,3260.02
C11704,2668.18
C11804,2432.15
C10657,1046.70
C06284,1347.07
C13482,2989.62
C07349,1100.37
C02771,1618.39
C15918,2870.89
C18962,3815.18
C07173,2278.94
C12292,3582.85
C12697,2944.79
C04966,3155.31
